Name,OtherNames,SpType,r_SpType,Adopt,3.6mag,e_3.6mag,f_3.6mag,4.5mag,e_4.5mag,f_4.5mag,5.8mag,e_5.8mag,f_5.8mag,8.0mag,e_8.0mag,f_8.0mag,24mag,e_24mag,f_24mag,W1mag,e_W1mag,f_W1mag,W2mag,e_W2mag,f_W2mag,W3mag,e_W3mag,f_W3mag,W4mag,e_W4mag,f_W4mag,Exc4.5,Exc8.0,Exc24,ExcW2,ExcW3,ExcW4,DiskType
2MASS J16111705-2213085,,M5,25,M5,,,out,9.59,0.02,,,,out,8.93,0.03,,,,out,10.02,0.02,,9.41,0.02,,8.12,0.02,,6.24,0.05,,Y,Y,,Y,Y,Y,full
2MASS J16111711-2217173,,"M7.5,M6.5","19,25",M7,12.84,0.02,,12.74,0.02,,12.74,0.04,,12.71,0.04,,,,nodet,13.04,0.03,,12.77,0.03,,,,false,,,nodet,N,N,,N,,,
2MASS J16111813-1757286,,M4,22,M4,,,out,8.95,0.02,,,,out,8.9,0.03,,8.71,0.04,,9.14,0.02,,8.95,0.02,,8.8,0.03,,,,nodet,N,N,N,N,N,,
2MASS J16111820-1803585,,M6,14,M6,11.37,0.02,,,,out,11.15,0.04,,,,out,,,out,11.55,0.02,,11.27,0.02,,11.28,0.17,,,,nodet,,,,N,N,,
2MASS J16111907-2319202,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,10.6,0.02,,10.24,0.02,,8.79,0.03,,7.45,0.14,,,,,N,Y,Y,evolved
2MASS J16111935-1905080,,M6.5,2,M6.5,12.1,0.02,,11.91,0.02,,11.98,0.05,,11.87,0.04,,,,nodet,12.25,0.03,,11.91,0.03,,,,false,,,nodet,N,N,,N,,,
2MASS J16112023-1847554,,M6,2,M6,,,out,,,out,,,out,,,out,,,out,11.54,0.03,,11.23,0.02,,,,false,,,nodet,,,,N,,,
2MASS J16112044-1919369,,M2,22,M2,,,out,,,out,,,out,,,out,,,out,9.66,0.02,,9.53,0.02,,9.36,0.04,,,,nodet,,,,N,N,,
2MASS J16112057-1820549,Sco PMS 45,K5,12,K5,,,out,8.4,0.02,,,,out,8.32,0.03,,7.75,0.05,,8.35,0.03,,8.37,0.02,,8.16,0.05,,7.41,0.24,ext,N,N,Y,N,N,,debris/ev trans
2MASS J16112305-1905231,,M4,22,M4,8.96,0.02,,,,out,8.88,0.03,,,,out,8.7,0.17,,9.1,0.02,,8.9,0.02,,8.73,0.03,,,,false,,,N,N,N,,
2MASS J16112399-2253326,,M4,25,M4,,,out,,,out,,,out,,,out,,,out,10.5,0.02,,10.38,0.02,,10.23,0.07,,,,false,,,,N,N,,
2MASS J16112479-2655461,,M6.5,2,M6.5,,,out,,,out,,,out,,,out,,,out,13.66,0.03,,13.4,0.04,,,,nodet,,,nodet,,,,N,,,
2MASS J16112630-2340059,,"M5.5,M5.75","17,25",M5.5,,,out,,,out,,,out,,,out,,,out,12.16,0.03,,11.92,0.03,,11.8,0.27,,,,nodet,,,,N,,,
2MASS J16112630-2008242,,M0.5,2,M0.5,,,out,,,out,,,out,,,out,,,out,9.56,0.02,,9.52,0.02,,9.38,0.05,,,,nodet,,,,N,N,,
2MASS J16112939-1942246,,M6,14,M6,,,out,,,out,,,out,,,out,,,out,11.11,0.03,,10.85,0.02,,10.76,0.11,,,,nodet,,,,N,N,,
2MASS J16112959-1900292,,"M6,M7","19,13",M6,11.98,0.02,,11.85,0.02,,11.73,0.05,,11.78,0.05,,,,nodet,12.19,0.03,,11.88,0.03,,,,false,,,nodet,N,N,,N,,,
2MASS J16112979-1850541,Sco PMS 46,M4,12,M4,,,out,9.13,0.02,,,,out,9.27,0.03,,,,out,9.44,0.03,,9.25,0.02,,9.07,0.04,,,,nodet,N,N,,N,N,,
2MASS J16113134-1838259,"HBC 254,[T64] 5,AS 205 A+Ba+Bb","K5+M3,K5+K7+M0","27,28",K5,,,out,,,out,,,out,,,out,,,out,4.51,0.09,,,,err,1.32,0.02,,-0.47,0.02,,,,,,Y,Y,full
2MASS J16113180-2237082,,M5.5,25,M5.5,,,out,,,out,,,out,,,out,,,out,11.62,0.02,,11.38,0.03,,11.01,0.14,,,,nodet,,,,N,N,,
2MASS J16113363-1914003,,M3,22,M3,,,out,,,out,,,out,,,out,,,out,9.9,0.03,,9.75,0.02,,9.57,0.05,,,,nodet,,,,N,N,,
2MASS J16113470-2219442,,M5.75,25,M5.75,,,out,,,out,,,out,,,out,,,out,12.11,0.02,,11.87,0.03,,,,false,,,nodet,,,,N,,,
2MASS J16113761-2346147,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,11.03,0.03,,10.81,0.02,,10.74,0.1,,,,nodet,,,,N,N,,
2MASS J16113784-2210273,,M4,25,M4,,,out,,,out,,,out,,,out,,,out,9.97,0.03,,9.78,0.02,,9.73,0.05,,,,false,,,,N,N,,
2MASS J16113837-2307072,,M6.25,25,M6.25,,,out,,,out,,,out,,,out,,,out,12.6,0.03,,12.31,0.03,,,,false,,,nodet,,,,N,,,
2MASS J16114040-2311347,,M5.75,25,M5.75,,,out,,,out,,,out,,,out,,,out,11.42,0.03,,11.2,0.03,,11.16,0.16,,,,nodet,,,,N,N,,
2MASS J16114353-2527073,,M5.25,2,M5.25,,,out,,,out,,,out,,,out,,,out,10.61,0.02,,10.36,0.02,,10.24,0.08,,,,nodet,,,,N,N,,
2MASS J16114530-2254329,,M5.5,2,M5.5,,,out,,,out,,,out,,,out,,,out,11.62,0.02,,11.36,0.02,,11.29,0.17,,,,nodet,,,,N,N,,
2MASS J16114534-1928132,,M5,29,M5,,,out,,,out,,,out,,,out,6.96,0.08,,11.26,0.03,,10.72,0.02,,9.22,0.08,,,,false,,,Y,Y,Y,,full
2MASS J16114612-1907429,,M5,14,M5,10.74,0.02,,10.65,0.02,,10.56,0.03,,10.64,0.03,,9.26,0.12,,10.89,0.02,,10.64,0.02,,10.29,0.07,,,,false,N,N,Y,N,N,,debris/ev trans
2MASS J16114735-2242062,,M5,17,M5,,,out,,,out,,,out,,,out,,,out,12.33,0.03,bl,12.09,0.04,bl,,,false,,,nodet,,,,N,,,
2MASS J16114920-1947431,,M4.75,2,M4.75,,,out,,,out,,,out,,,out,,,out,10.64,0.02,,10.44,0.02,,10.22,0.07,,,,nodet,,,,N,N,,
2MASS J16115091-2012098,,M3.5,2,M3.5,,,out,,,out,,,out,,,out,,,out,10.09,0.02,,9.74,0.02,,8.14,0.03,,5.98,0.05,,,,,Y,Y,Y,full
2MASS J16115266-2232421,"HD 145468,HIP 79366",A3V,1,A3V,,,out,7.22,0.02,,,,out,7.3,0.03,,7.21,0.04,,7.2,0.03,,7.19,0.02,,7.24,0.02,,7.14,0.11,,N,N,N,N,N,N,
2MASS J16115436-2157025,,M8,2,M8,,,out,,,out,,,out,,,out,,,out,12.95,0.03,,12.61,0.03,,,,false,,,nodet,,,,N,,,
2MASS J16115439-2236491,,M6.25,25,M6.25,,,out,,,out,,,out,,,out,,,out,13.04,0.03,,12.8,0.03,,,,nodet,,,nodet,,,,N,,,
2MASS J16115551-2106179,"HD 145467,HIP 79369","F0V,F1V","1,9",F1V,,,out,,,out,,,out,,,out,7.44,0.06,,7.51,0.03,,7.53,0.02,,7.51,0.02,,7.55,0.14,,,,N,N,N,N,
2MASS J16115626-1943229,,M3,22,M3,,,out,,,out,,,out,,,out,,,out,9.7,0.02,,9.52,0.02,,9.43,0.04,,,,false,,,,N,N,,
2MASS J16115633-2304051,,M1,4,M1,,,out,,,out,,,out,,,out,,,out,8.55,0.03,,8.48,0.02,,8.37,0.03,,8.73,0.42,ext,,,,N,N,,
2MASS J16115737-2215066,,"M5,M5.75","17,25",M5.5,,,out,,,out,,,out,,,out,,,out,12.51,0.03,bl,12.24,0.03,bl,,,nodet,,,nodet,,,,N,,,
2MASS J16115858-1927003,"HD 145501,nu Sco C",B8/B9V,1,B8V,,,out,,,out,,,out,,,out,5.66,0.1,,5.71,0.04,,,,err,5.59,0.02,,,,nodet,,,N,,N,,
2MASS J16115927-1906532,"RX J1612.0-1906,Sco PMS 48,HBC 633,WaOph 2",K0,12,K0,7.96,0.02,,7.96,0.02,,7.89,0.03,,7.87,0.03,,7.74,0.04,,7.85,0.02,,7.78,0.02,,7.74,0.02,,7.71,0.18,,N,N,N,N,N,N,
2MASS J16115974-1927381,"HD 145502,HIP 79374,nu Sco A",B2IV,1,B2IV,,,out,3.73,0.02,,,,out,3.83,0.03,,3.81,0.04,,3.71,0.11,,,,err,3.81,0.02,,3.91,0.14,,N,N,N,,N,N,
2MASS J16120989-2355175,"HD 145505,HIP 79392",A2IV,1,A2IV,,,out,7.5,0.02,,,,out,7.5,0.03,,7.53,0.04,,7.48,0.03,,7.47,0.02,,7.47,0.02,,7.23,0.12,,N,N,N,N,N,N,
2MASS J16121016-2758305,,M8.5,2,M8.5,,,out,,,out,,,out,,,out,,,nodet,13.66,0.04,bl,13.43,0.06,bl,,,nodet,,,nodet,,,,N,,,
2MASS J16121043-1932275,,M5,17,M5,,,out,,,out,,,out,,,out,,,nodet,10.95,0.02,,10.73,0.02,,10.6,0.09,,,,nodet,,,,N,N,,
2MASS J16121185-2047267,,M6.5,19,M6.5,12.15,0.02,,12.03,0.02,,11.99,0.03,,11.93,0.04,,,,nodet,12.37,0.03,,12.08,0.03,,,,false,,,nodet,N,N,,N,,,
2MASS J16121492-2218038,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,11.23,0.02,,11.05,0.02,,11.13,0.15,,,,nodet,,,,N,N,,
2MASS J16121609-2344248,,M5,25,M5,,,out,,,out,,,out,,,out,,,nodet,,,unres,,,unres,,,unres,,,unres,,,,,,,
2MASS J16121821-2755349,"HD 145482,HIP 79404,13 Sco",B2V,8,B2V,,,out,5.02,0.02,,,,out,5.11,0.03,,4.97,0.07,,5.1,0.07,,,,err,5.01,0.02,,,,false,N,N,N,,N,,
2MASS J16122092-1909041,Sco PMS 51,"M2.5,M1","12,30",M1,9.31,0.02,,9.29,0.02,,9.24,0.03,,9.27,0.03,,9.1,0.09,,9.43,0.02,,9.29,0.02,,9.11,0.04,,,,false,N,N,N,N,N,,
2MASS J16122183-1934445,"HD 145554,HIP 79410",B9V,1,B9V,,,out,7.03,0.02,,,,out,7.01,0.03,,5.6,0.04,,7.03,0.03,,7.03,0.02,,6.71,0.02,,5.72,0.04,,N,N,Y,N,Y,Y,debris/ev trans
2MASS J16122737-2009596,,M4.5,2,M4.5,,,out,,,out,,,out,,,out,,,out,11.21,0.02,,10.76,0.02,,8.8,0.03,,6.99,0.09,,,,,Y,Y,Y,full
2MASS J16122764-2156407,,"L0,M9 or L0","7,2",M9,14.89,0.03,,14.48,0.03,,,,out,,,out,,,out,15.34,0.06,,14.69,0.09,,,,nodet,,,nodet,N,,,N,,,
2MASS J16122768-2406485,,M7,17,M7,,,out,,,out,,,out,,,out,,,out,11.69,0.03,,11.48,0.02,,11.06,0.14,,,,nodet,,,,N,N,,
2MASS J16122895-2159358,,"L1,M9.25","7,2",M9.25,14.01,0.03,,13.7,0.03,,,,out,,,out,,,out,14.15,0.03,bl,13.58,0.04,bl,,,false,,,false,N,,,N,,,
2MASS J16123458-2458341,,"M4.75,M5.5","17,2",M5.5,,,out,,,out,,,out,,,out,,,out,10.77,0.02,,10.59,0.02,,10.28,0.07,,,,false,,,,N,N,,
2MASS J16123759-2349234,,"M6,M5.5","19,25",M5.75,12.49,0.02,,12.41,0.02,,12.34,0.03,,12.37,0.04,,,,nodet,12.59,0.03,,12.41,0.03,,,,false,,,nodet,N,N,,N,,,
2MASS J16123916-1859284,"RX J1612.6-1859b,[T64] 6","M0,M1","31,30",M0.5,,,out,8.02,0.02,,,,out,7.01,0.03,,4.47,0.04,,8.66,0.02,,8.24,0.02,,6.39,0.02,,4.53,0.03,,Y,Y,Y,Y,Y,Y,full
2MASS J16123954-2228082,,M4.5,25,M4.5,,,out,,,out,,,out,,,out,,,out,10.22,0.02,,10.08,0.02,,9.98,0.06,,,,nodet,,,,N,N,,
2MASS J16124051-1859282,"RX J1612.6-1859a,Sco PMS 52,HBC 634,WaOph 3","K0,K6,K0,K5,K6","12,31,32,20,5",K6,7.32,0.02,,7.36,0.02,,,,out,7.35,0.03,,7.23,0.05,,7.38,0.03,,7.38,0.02,,7.23,0.02,bl,,,unres,N,N,N,N,N,,
2MASS J16124123-1949380,,M1,2,M1,,,out,,,out,,,out,,,out,,,out,8.71,0.02,,8.64,0.02,,8.54,0.03,,8.21,0.29,,,,,N,N,,
2MASS J16124374-2308231,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,10.75,0.02,,10.53,0.02,,10.3,0.07,,,,nodet,,,,N,N,,
2MASS J16124410-1930102,"HD 145631,HIP 79439",B9V,1,B9V,6.94,0.02,,6.93,0.02,,6.92,0.03,,6.95,0.03,,6.2,0.04,,6.95,0.04,,6.93,0.02,,6.79,0.02,,6.19,0.06,,N,N,Y,N,N,Y,debris/ev trans
2MASS J16124506-2305303,,M5.5,17,M5.5,12.12,0.02,,,,out,11.96,0.06,,,,out,,,out,12.26,0.03,,11.99,0.03,,,,false,,,nodet,,,,N,,,
2MASS J16124692-2338408,,"M6,M6.25","19,25",M6,12.21,0.02,,12.11,0.02,,12.08,0.03,,12.03,0.04,,,,nodet,12.42,0.03,,12.19,0.03,,,,false,,,false,N,N,,N,,,
2MASS J16124726-1903531,,M6,14,M6,,,out,,,out,,,out,,,out,,,out,11.51,0.02,,11.23,0.02,,,,false,,,nodet,,,,N,,,
2MASS J16124893-1800525,,M3,14,M3,,,out,,,out,,,out,,,out,,,out,10.11,0.03,,9.91,0.02,,9.46,0.04,,8.09,0.23,,,,,N,N,Y,debris/ev trans
2MASS J16125528-2226542,,M5.5,25,M5.5,,,out,,,out,,,out,,,out,,,out,11.03,0.03,,10.68,0.02,,8.5,0.03,,6.06,0.05,,,,,Y,Y,Y,full
2MASS J16125533-2319456,"HD 145655,HIP 79462",G2V,1,G2V,,,out,7.25,0.02,,,,out,7.22,0.03,,6.69,0.04,,7.26,0.03,,7.25,0.02,,7.13,0.02,,6.69,0.07,,N,N,Y,N,N,N,debris/ev trans
2MASS J16125588-2518581,,M4.5,2,M4.5,,,out,,,out,,,out,,,out,,,out,10.58,0.02,,10.39,0.02,,10.0,0.08,,,,false,,,,N,N,,
2MASS J16125723-2428013,,M4,17,M4,,,out,,,out,,,out,,,out,,,out,11.78,0.02,,11.54,0.03,,,,false,,,nodet,,,,N,,,
2MASS J16130232-2124283,,"L0,M9 or L0","7,2",M9,15.09,0.03,,14.93,0.04,,,,out,,,out,,,out,15.52,0.08,,14.92,0.12,,,,nodet,,,nodet,N,,,N,,,
2MASS J16130234-2501460,,M2,2,M2,,,out,,,out,,,out,,,out,,,out,9.3,0.02,,9.24,0.02,,9.13,0.04,,,,nodet,,,,N,N,,
2MASS J16130235-1904450,,M6,2,M6,12.09,0.02,,11.68,0.02,,11.35,0.03,,10.88,0.03,,8.24,0.05,,12.12,0.02,,11.56,0.03,,10.03,0.07,,,,nodet,Y,Y,Y,Y,Y,,full
